OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
1458,2021/06/03 15:00:00+00,Frederick                                         ,327,136167,862,115028,46,14838,373,908,129866,151005
1459,2021/06/04 15:00:00+00,Frederick                                         ,322,136489,1199,116227,60,14898,382,1259,131125,151387
1460,2021/06/05 15:00:00+00,Frederick                                         ,305,136794,855,117082,40,14938,345,895,132020,151732
1461,2021/06/06 15:00:00+00,Frederick                                         ,106,136900,190,117272,16,14954,122,206,132226,151854
1462,2021/06/07 15:00:00+00,Frederick                                         ,239,137139,496,117768,38,14992,277,534,132760,152131
1463,2021/06/08 15:00:00+00,Frederick                                         ,228,137367,685,118453,56,15048,284,741,133501,152415
1464,2021/06/09 15:00:00+00,Frederick                                         ,270,137637,1029,119482,19,15067,289,1048,134549,152704
1465,2021/06/10 15:00:00+00,Frederick                                         ,220,137857,999,120481,15,15082,235,1014,135563,152939
1466,2021/06/11 15:00:00+00,Frederick                                         ,129,137986,664,121145,16,15098,145,680,136243,153084
1467,2021/06/12 15:00:00+00,Frederick                                         ,166,138152,782,121927,11,15109,177,793,137036,153261
1468,2021/06/13 15:00:00+00,Frederick                                         ,37,138189,35,121962,2,15111,39,37,137073,153300
1469,2020/12/21 15:00:00+00,Garrett                                           ,2,2,,0,,0,,,0,2
1470,2020/12/22 15:00:00+00,Garrett                                           ,1,3,,0,,0,,,0,3
1471,2020/12/23 15:00:00+00,Garrett                                           ,45,48,,0,,0,,,0,48
1472,2020/12/24 15:00:00+00,Garrett                                           ,1,49,,0,,0,,,0,49
1473,2020/12/27 15:00:00+00,Garrett                                           ,1,50,,0,,0,,,0,50
1474,2020/12/28 15:00:00+00,Garrett                                           ,96,146,,0,,0,,,0,146
1475,2020/12/29 15:00:00+00,Garrett                                           ,55,201,,0,,0,,,0,201
1476,2020/12/30 15:00:00+00,Garrett                                           ,141,342,,0,,0,,,0,342
1477,2021/01/01 15:00:00+00,Garrett                                           ,1,343,,0,,0,,,0,343
1478,2021/01/04 15:00:00+00,Garrett                                           ,120,463,,0,,0,,,0,463
1479,2021/01/05 15:00:00+00,Garrett                                           ,174,637,,0,,0,,,0,637
1480,2021/01/06 15:00:00+00,Garrett                                           ,168,805,,0,,0,,,0,805
1481,2021/01/07 15:00:00+00,Garrett                                           ,130,935,,0,,0,,,0,935
1482,2021/01/08 15:00:00+00,Garrett                                           ,329,1264,1,1,,0,,,1,1264
1483,2021/01/09 15:00:00+00,Garrett                                           ,10,1274,,1,,0,,,1,1274
1484,2021/01/11 15:00:00+00,Garrett                                           ,209,1483,3,4,,0,,,4,1483
1485,2021/01/12 15:00:00+00,Garrett                                           ,21,1504,,4,,0,,,4,1504
1486,2021/01/13 15:00:00+00,Garrett                                           ,242,1746,,4,,0,,,4,1746
1487,2021/01/14 15:00:00+00,Garrett                                           ,17,1763,,4,,0,,,4,1763
1488,2021/01/15 15:00:00+00,Garrett                                           ,213,1976,1,5,,0,,,5,1976
1489,2021/01/16 15:00:00+00,Garrett                                           ,75,2051,,5,,0,,,5,2051
1490,2021/01/17 15:00:00+00,Garrett                                           ,,2051,1,6,,0,,,6,2051
1491,2021/01/18 15:00:00+00,Garrett                                           ,,2051,1,7,,0,,,7,2051
1492,2021/01/19 15:00:00+00,Garrett                                           ,64,2115,13,20,,0,,,20,2115
1493,2021/01/20 15:00:00+00,Garrett                                           ,5,2120,16,36,,0,,,36,2120
1494,2021/01/21 15:00:00+00,Garrett                                           ,26,2146,10,46,,0,,,46,2146
1495,2021/01/22 15:00:00+00,Garrett                                           ,422,2568,13,59,,0,,,59,2568
1496,2021/01/23 15:00:00+00,Garrett                                           ,7,2575,,59,,0,,,59,2575
1497,2021/01/24 15:00:00+00,Garrett                                           ,1,2576,,59,,0,,,59,2576
1498,2021/01/25 15:00:00+00,Garrett                                           ,125,2701,90,149,,0,,,149,2701
1499,2021/01/26 15:00:00+00,Garrett                                           ,50,2751,6,155,,0,,,155,2751
1500,2021/01/27 15:00:00+00,Garrett                                           ,93,2844,249,404,,0,,,404,2844
1501,2021/01/28 15:00:00+00,Garrett                                           ,85,2929,48,452,,0,,,452,2929
1502,2021/01/29 15:00:00+00,Garrett                                           ,403,3332,63,515,,0,,,515,3332
1503,2021/01/30 15:00:00+00,Garrett                                           ,110,3442,,515,,0,,,515,3442
1504,2021/01/31 15:00:00+00,Garrett                                           ,20,3462,1,516,,0,,,516,3462
1505,2021/02/01 15:00:00+00,Garrett                                           ,35,3497,50,566,,0,,,566,3497
1506,2021/02/02 15:00:00+00,Garrett                                           ,43,3540,47,613,,0,,,613,3540
1507,2021/02/03 15:00:00+00,Garrett                                           ,92,3632,240,853,,0,,,853,3632
1508,2021/02/04 15:00:00+00,Garrett                                           ,34,3666,39,892,,0,,,892,3666
1509,2021/02/05 15:00:00+00,Garrett                                           ,180,3846,348,1240,,0,,,1240,3846
1510,2021/02/06 15:00:00+00,Garrett                                           ,13,3859,1,1241,,0,,,1241,3859
1511,2021/02/07 15:00:00+00,Garrett                                           ,18,3877,,1241,,0,,,1241,3877
1512,2021/02/08 15:00:00+00,Garrett                                           ,182,4059,204,1445,,0,,,1445,4059
1513,2021/02/09 15:00:00+00,Garrett                                           ,163,4222,4,1449,,0,,,1449,4222
1514,2021/02/10 15:00:00+00,Garrett                                           ,203,4425,161,1610,,0,,,1610,4425
1515,2021/02/11 15:00:00+00,Garrett                                           ,40,4465,5,1615,,0,,,1615,4465
1516,2021/02/12 15:00:00+00,Garrett                                           ,158,4623,229,1844,,0,,,1844,4623
1517,2021/02/13 15:00:00+00,Garrett                                           ,31,4654,80,1924,,0,,,1924,4654
1518,2021/02/14 15:00:00+00,Garrett                                           ,14,4668,,1924,,0,,,1924,4668
1519,2021/02/15 15:00:00+00,Garrett                                           ,4,4672,2,1926,,0,,,1926,4672
1520,2021/02/16 15:00:00+00,Garrett                                           ,42,4714,80,2006,,0,,,2006,4714
1521,2021/02/17 15:00:00+00,Garrett                                           ,259,4973,30,2036,,0,,,2036,4973
1522,2021/02/18 15:00:00+00,Garrett                                           ,21,4994,20,2056,,0,,,2056,4994
1523,2021/02/19 15:00:00+00,Garrett                                           ,14,5008,61,2117,,0,,,2117,5008
1524,2021/02/20 15:00:00+00,Garrett                                           ,3,5011,1,2118,,0,,,2118,5011
1525,2021/02/21 15:00:00+00,Garrett                                           ,3,5014,,2118,,0,,,2118,5014
1526,2021/02/22 15:00:00+00,Garrett                                           ,5,5019,12,2130,,0,,,2130,5019
1527,2021/02/23 15:00:00+00,Garrett                                           ,13,5032,23,2153,,0,,,2153,5032
1528,2021/02/24 15:00:00+00,Garrett                                           ,248,5280,57,2210,,0,,,2210,5280
1529,2021/02/25 15:00:00+00,Garrett                                           ,38,5318,130,2340,,0,,,2340,5318
1530,2021/02/26 15:00:00+00,Garrett                                           ,82,5400,428,2768,,0,,,2768,5400
1531,2021/02/27 15:00:00+00,Garrett                                           ,13,5413,101,2869,,0,,,2869,5413
1532,2021/02/28 15:00:00+00,Garrett                                           ,17,5430,2,2871,,0,,,2871,5430
1533,2021/03/01 15:00:00+00,Garrett                                           ,90,5520,50,2921,,0,,,2921,5520
1534,2021/03/02 15:00:00+00,Garrett                                           ,34,5554,53,2974,,0,,,2974,5554
1535,2021/03/03 15:00:00+00,Garrett                                           ,32,5586,355,3329,,0,,,3329,5586
1536,2021/03/04 15:00:00+00,Garrett                                           ,62,5648,34,3363,,0,,,3363,5648
1537,2021/03/05 15:00:00+00,Garrett                                           ,160,5808,233,3596,18,18,178,251,3614,5826
1538,2021/03/06 15:00:00+00,Garrett                                           ,88,5896,11,3607,1,19,89,12,3626,5915
1539,2021/03/07 15:00:00+00,Garrett                                           ,11,5907,14,3621,,19,,,3640,5926
1540,2021/03/08 15:00:00+00,Garrett                                           ,306,6213,90,3711,,19,,,3730,6232
1541,2021/03/09 15:00:00+00,Garrett                                           ,41,6254,119,3830,14,33,55,133,3863,6287
1542,2021/03/10 15:00:00+00,Garrett                                           ,49,6303,143,3973,,33,,,4006,6336
1543,2021/03/11 15:00:00+00,Garrett                                           ,46,6349,69,4042,,33,,,4075,6382
1544,2021/03/12 15:00:00+00,Garrett                                           ,173,6522,359,4401,12,45,185,371,4446,6567
1545,2021/03/13 15:00:00+00,Garrett                                           ,17,6539,10,4411,,45,,,4456,6584
1546,2021/03/14 15:00:00+00,Garrett                                           ,10,6549,4,4415,,45,,,4460,6594
1547,2021/03/15 15:00:00+00,Garrett                                           ,57,6606,21,4436,,45,,,4481,6651
1548,2021/03/16 15:00:00+00,Garrett                                           ,107,6713,44,4480,65,110,172,109,4590,6823
1549,2021/03/17 15:00:00+00,Garrett                                           ,47,6760,12,4492,,110,,,4602,6870
1550,2021/03/18 15:00:00+00,Garrett                                           ,65,6825,20,4512,1,111,66,21,4623,6936
1551,2021/03/19 15:00:00+00,Garrett                                           ,153,6978,253,4765,30,141,183,283,4906,7119
1552,2021/03/20 15:00:00+00,Garrett                                           ,16,6994,3,4768,,141,,,4909,7135
1553,2021/03/21 15:00:00+00,Garrett                                           ,34,7028,2,4770,,141,,,4911,7169
1554,2021/03/22 15:00:00+00,Garrett                                           ,53,7081,17,4787,,141,,,4928,7222
1555,2021/03/23 15:00:00+00,Garrett                                           ,49,7130,37,4824,10,151,59,47,4975,7281
1556,2021/03/24 15:00:00+00,Garrett                                           ,133,7263,199,5023,7,158,140,206,5181,7421
1557,2021/03/25 15:00:00+00,Garrett                                           ,63,7326,27,5050,3,161,66,30,5211,7487
1558,2021/03/26 15:00:00+00,Garrett                                           ,271,7597,105,5155,6,167,277,111,5322,7764
1559,2021/03/27 15:00:00+00,Garrett                                           ,9,7606,8,5163,2,169,11,10,5332,7775
1560,2021/03/28 15:00:00+00,Garrett                                           ,31,7637,15,5178,1,170,32,16,5348,7807
1561,2021/03/29 15:00:00+00,Garrett                                           ,81,7718,22,5200,,170,,,5370,7888
1562,2021/03/30 15:00:00+00,Garrett                                           ,166,7884,46,5246,1,171,167,47,5417,8055
